delivery_id,customer_id,customer_name,delivery_date,time_slot,postal_code,order_type,order_value,was_successful
DEL_012825,CUST_0016,Carol Nelson,2025-07-24,18:00-21:00,10002,standard,247.71,1
DEL_007286,CUST_0286,Jacob Johnson,2025-07-24,12:00-15:00,10002,express,371.2,1
DEL_019770,CUST_0071,James Hall,2025-07-24,15:00-18:00,10003,bulky,497.15,1
DEL_011600,CUST_0002,Anna Hill,2025-07-24,12:00-15:00,10003,bulky,345.64,1
DEL_015651,CUST_0060,Jessica Robinson,2025-07-24,21:00-23:00,10001,standard,467.19,1
DEL_010806,CUST_0081,Ruth Scott,2025-07-24,12:00-15:00,20002,fragile,371.21,1
DEL_012793,CUST_0111,Alexander Hill,2025-07-24,15:00-18:00,20002,fragile,67.57,1
DEL_013502,CUST_0476,Laura White,2025-07-24,12:00-15:00,10002,fragile,346.47,1
DEL_018139,CUST_0035,Ryan White,2025-07-24,12:00-15:00,10001,bulky,197.33,1
DEL_012846,CUST_0045,Betty Nelson,2025-07-24,21:00-23:00,10002,standard,317.07,1
DEL_012126,CUST_0034,Luke Flores,2025-07-25,09:00-12:00,10003,standard,403.33,1
DEL_007098,CUST_0358,Cynthia King,2025-07-25,12:00-15:00,10003,standard,453.81,1
DEL_009079,CUST_0294,Karen Johnson,2025-07-25,09:00-12:00,20002,standard,376.23,0
DEL_005840,CUST_0044,Alexander Wright,2025-07-25,21:00-23:00,20001,standard,129.91,0
DEL_004582,CUST_0078,Jacob Garcia,2025-07-25,12:00-15:00,10001,standard,330.04,1
DEL_016618,CUST_0063,Joshua Roberts,2025-07-25,09:00-12:00,10001,bulky,270.69,1
DEL_012241,CUST_0003,Alexander Jackson,2025-07-25,18:00-21:00,10002,fragile,281.01,1
DEL_003617,CUST_0466,Daniel Nelson,2025-07-25,15:00-18:00,10003,express,434.63,1
DEL_000171,CUST_0291,Brian Rodriguez,2025-07-25,15:00-18:00,10002,fragile,129.42,0
DEL_013287,CUST_0041,Joseph Moore,2025-07-25,12:00-15:00,10002,standard,393.7,1
DEL_014429,CUST_0040,Robert Thomas,2025-07-25,12:00-15:00,10002,bulky,371.72,1
DEL_016415,CUST_0002,Anna Hill,2025-07-25,15:00-18:00,10003,bulky,130.83,1
DEL_006841,CUST_0058,Amy Martinez,2025-07-25,21:00-23:00,20002,standard,474.73,1
DEL_014614,CUST_0010,Betty Smith,2025-07-25,12:00-15:00,10001,fragile,228.63,1
DEL_012536,CUST_0025,Emily Mitchell,2025-07-25,15:00-18:00,10001,bulky,197.75,1
DEL_009004,CUST_0038,Michael Clark,2025-07-25,21:00-23:00,10001,fragile,31.8,1
DEL_007473,CUST_0068,Nancy Ramirez,2025-07-25,21:00-23:00,10001,express,199.79,1
DEL_010277,CUST_0095,Rebecca Williams,2025-07-25,09:00-12:00,10003,bulky,146.22,1
DEL_002001,CUST_0093,David Smith,2025-07-25,15:00-18:00,10003,fragile,410.41,0
DEL_019275,CUST_0318,Andrew Brown,2025-07-25,21:00-23:00,10002,express,351.6,1
DEL_010834,CUST_0087,Luke Johnson,2025-07-25,09:00-12:00,10002,express,342.25,1
DEL_019836,CUST_0063,Joshua Roberts,2025-07-25,12:00-15:00,10001,fragile,451.1,1
DEL_012522,CUST_0233,Timothy Harris,2025-07-25,12:00-15:00,10003,fragile,100.28,1
DEL_017733,CUST_0129,Margaret Wilson,2025-07-25,12:00-15:00,10003,express,349.7,1
DEL_000302,CUST_0022,Luke Jackson,2025-07-25,15:00-18:00,10001,standard,26.88,1
DEL_015090,CUST_0058,Amy Martinez,2025-07-25,15:00-18:00,10001,standard,112.67,1
DEL_004987,CUST_0084,Thomas White,2025-07-25,18:00-21:00,10001,standard,486.9,1
DEL_015670,CUST_0071,James Hall,2025-07-25,12:00-15:00,10003,standard,138.51,1
DEL_000650,CUST_0280,Jennifer Anderson,2025-07-25,15:00-18:00,10002,standard,484.24,1
DEL_018228,CUST_0067,Kathleen Taylor,2025-07-25,15:00-18:00,20001,bulky,124.21,1
DEL_018358,CUST_0071,James Hall,2025-07-25,15:00-18:00,10003,standard,371.76,0
DEL_013970,CUST_0022,Luke Jackson,2025-07-25,12:00-15:00,10001,fragile,301.66,1
DEL_013368,CUST_0064,Robert Smith,2025-07-25,12:00-15:00,10003,fragile,146.02,1
DEL_012250,CUST_0084,Thomas White,2025-07-25,18:00-21:00,10001,express,421.03,1
DEL_006522,CUST_0003,Alexander Jackson,2025-07-25,21:00-23:00,10002,express,373.5,1
DEL_011211,CUST_0057,Amy Perez,2025-07-25,15:00-18:00,10003,bulky,468.76,1
DEL_001770,CUST_0078,Jacob Garcia,2025-07-25,09:00-12:00,10001,bulky,97.96,1
DEL_003750,CUST_0018,Alexander Green,2025-07-25,12:00-15:00,20001,standard,464.48,1
DEL_018734,CUST_0064,Robert Smith,2025-07-25,15:00-18:00,10003,standard,37.85,1
DEL_010785,CUST_0359,John Nguyen,2025-07-25,12:00-15:00,10003,standard,488.41,1
DEL_009024,CUST_0407,Isaac Martin,2025-07-25,21:00-23:00,10003,standard,210.18,1
DEL_013362,CUST_0041,Joseph Moore,2025-07-25,15:00-18:00,10002,fragile,173.69,1
DEL_016396,CUST_0078,Jacob Garcia,2025-07-25,12:00-15:00,10001,express,418.79,1
DEL_019766,CUST_0029,Nicholas Jones,2025-07-25,15:00-18:00,10002,express,397.27,1
DEL_007145,CUST_0251,Ben Lewis,2025-07-25,15:00-18:00,10002,bulky,469.98,1
DEL_001808,CUST_0064,Robert Smith,2025-07-25,09:00-12:00,20002,express,374.79,1
DEL_000339,CUST_0003,Alexander Jackson,2025-07-25,18:00-21:00,10002,fragile,103.66,1
DEL_019322,CUST_0120,Lisa Lee,2025-07-25,15:00-18:00,10002,fragile,141.34,0
DEL_000903,CUST_0323,Sarah Wilson,2025-07-25,21:00-23:00,10003,standard,149.0,1
DEL_005314,CUST_0061,Matthew Harris,2025-07-25,21:00-23:00,10002,express,484.31,1
DEL_014727,CUST_0166,Kathleen Carter,2025-07-25,15:00-18:00,20002,express,206.36,1
DEL_013610,CUST_0008,Brian Rodriguez,2025-07-25,12:00-15:00,10001,bulky,357.78,0
DEL_003673,CUST_0021,Emily Martin,2025-07-25,15:00-18:00,10001,fragile,126.39,1
DEL_012257,CUST_0014,Ben Nguyen,2025-07-25,12:00-15:00,10002,fragile,369.31,1
DEL_010278,CUST_0014,Ben Nguyen,2025-07-25,12:00-15:00,10002,express,63.79,1
DEL_010720,CUST_0432,Cynthia Roberts,2025-07-25,12:00-15:00,20002,fragile,56.87,1
DEL_009441,CUST_0096,Matthew Allen,2025-07-25,12:00-15:00,10002,bulky,362.19,1
DEL_009771,CUST_0004,Thomas Harris,2025-07-25,21:00-23:00,10003,standard,460.34,0
DEL_019372,CUST_0059,Cynthia Lopez,2025-07-25,21:00-23:00,20002,standard,457.34,1
DEL_013270,CUST_0034,Luke Flores,2025-07-25,12:00-15:00,10003,fragile,39.4,1
DEL_019192,CUST_0307,Emily Thompson,2025-07-25,09:00-12:00,20001,bulky,238.83,1
DEL_006441,CUST_0083,Luke Adams,2025-07-25,09:00-12:00,10002,express,39.02,1
DEL_008965,CUST_0045,Betty Nelson,2025-07-25,21:00-23:00,10002,express,386.08,1
DEL_003544,CUST_0034,Luke Flores,2025-07-25,09:00-12:00,10003,standard,82.27,1
DEL_003846,CUST_0012,Stephanie Wilson,2025-07-25,09:00-12:00,10001,express,252.25,0
DEL_001032,CUST_0093,David Smith,2025-07-25,21:00-23:00,10003,fragile,329.24,1
DEL_001877,CUST_0061,Matthew Harris,2025-07-25,18:00-21:00,10002,express,68.06,1
DEL_015309,CUST_0036,Joshua Walker,2025-07-25,09:00-12:00,10002,standard,355.51,1
DEL_013469,CUST_0050,Sandra Campbell,2025-07-25,18:00-21:00,10001,fragile,408.54,1
DEL_002676,CUST_0089,Emily Ramirez,2025-07-25,18:00-21:00,10002,standard,239.41,1
DEL_008825,CUST_0072,Carol Johnson,2025-07-25,09:00-12:00,10001,express,57.67,1
DEL_003112,CUST_0098,Alexander Moore,2025-07-25,09:00-12:00,10002,bulky,343.58,1
DEL_003105,CUST_0013,Joseph Nguyen,2025-07-25,12:00-15:00,10001,bulky,87.46,1
DEL_016912,CUST_0424,Ryan Torres,2025-07-25,18:00-21:00,10002,standard,61.67,1
DEL_002435,CUST_0051,Donna Martin,2025-07-25,12:00-15:00,10002,standard,186.42,1
DEL_000920,CUST_0088,Ryan Brown,2025-07-25,09:00-12:00,20002,express,333.58,1
DEL_012791,CUST_0009,Timothy Anderson,2025-07-25,12:00-15:00,10003,fragile,369.34,1
DEL_008771,CUST_0037,Sharon Ramirez,2025-07-25,12:00-15:00,10003,express,455.9,1
DEL_014938,CUST_0316,Michael Walker,2025-07-25,09:00-12:00,10002,fragile,219.18,1
DEL_008962,CUST_0254,Jennifer Jackson,2025-07-25,21:00-23:00,10002,express,300.26,1
DEL_003047,CUST_0079,Jennifer Anderson,2025-07-25,09:00-12:00,20001,bulky,291.56,1
DEL_007315,CUST_0025,Emily Mitchell,2025-07-25,15:00-18:00,10001,fragile,114.1,1
DEL_012896,CUST_0038,Michael Clark,2025-07-25,12:00-15:00,10001,standard,243.97,1
DEL_017541,CUST_0069,Brian Sanchez,2025-07-25,15:00-18:00,10003,bulky,368.37,1
DEL_011884,CUST_0095,Rebecca Williams,2025-07-25,18:00-21:00,10003,bulky,255.87,0
DEL_005676,CUST_0114,Samuel Young,2025-07-25,12:00-15:00,10003,express,383.72,1
DEL_006670,CUST_0037,Sharon Ramirez,2025-07-25,12:00-15:00,10003,bulky,43.03,1
DEL_006323,CUST_0009,Timothy Anderson,2025-07-25,12:00-15:00,10003,standard,320.9,1
DEL_006396,CUST_0387,Patrick Adams,2025-07-25,15:00-18:00,10002,bulky,71.93,1
DEL_018271,CUST_0077,Isaac Moore,2025-07-25,12:00-15:00,10002,express,330.46,1
DEL_003487,CUST_0099,Samuel Rodriguez,2025-07-25,12:00-15:00,10002,standard,141.83,1
DEL_005279,CUST_0026,Timothy Rodriguez,2025-07-25,21:00-23:00,10002,standard,29.64,1
DEL_010145,CUST_0498,Lisa Taylor,2025-07-25,21:00-23:00,10001,express,21.29,0
DEL_002235,CUST_0016,Carol Nelson,2025-07-25,21:00-23:00,10002,express,217.34,1
DEL_000613,CUST_0018,Alexander Green,2025-07-25,15:00-18:00,20001,fragile,213.53,1
DEL_002212,CUST_0423,Kathleen Brown,2025-07-25,09:00-12:00,20001,bulky,181.99,1
DEL_019215,CUST_0099,Samuel Rodriguez,2025-07-25,15:00-18:00,10002,fragile,123.18,1
DEL_008878,CUST_0048,Sandra Young,2025-07-25,15:00-18:00,10002,express,333.99,1
DEL_006648,CUST_0058,Amy Martinez,2025-07-25,12:00-15:00,10001,bulky,78.73,1
DEL_009070,CUST_0100,Ashley Ramirez,2025-07-25,12:00-15:00,10003,fragile,498.83,0
DEL_016600,CUST_0016,Carol Nelson,2025-07-25,18:00-21:00,10002,fragile,103.03,1
DEL_002930,CUST_0031,Jacob King,2025-07-25,15:00-18:00,10001,standard,167.99,1
DEL_014498,CUST_0012,Stephanie Wilson,2025-07-25,09:00-12:00,10001,bulky,207.62,1
DEL_013738,CUST_0088,Ryan Brown,2025-07-25,12:00-15:00,20002,fragile,56.17,1
DEL_014502,CUST_0068,Nancy Ramirez,2025-07-25,12:00-15:00,10001,bulky,416.91,1
DEL_013758,CUST_0079,Jennifer Anderson,2025-07-25,09:00-12:00,10003,bulky,389.99,1
DEL_015908,CUST_0066,Helen Walker,2025-07-25,09:00-12:00,10003,standard,498.06,1
DEL_000787,CUST_0098,Alexander Moore,2025-07-25,09:00-12:00,10002,bulky,66.35,1
DEL_001960,CUST_0221,Cynthia Baker,2025-07-25,21:00-23:00,10003,standard,219.77,1
DEL_006450,CUST_0150,Ruth Taylor,2025-07-25,21:00-23:00,10002,standard,410.33,1
DEL_016753,CUST_0055,Christopher Torres,2025-07-25,18:00-21:00,10002,standard,326.28,1
DEL_009920,CUST_0184,Ruth Roberts,2025-07-25,09:00-12:00,20002,standard,50.57,1
DEL_009173,CUST_0097,Jacob Torres,2025-07-25,18:00-21:00,10003,express,145.17,1
DEL_005860,CUST_0411,Jessica Ramirez,2025-07-25,15:00-18:00,10002,express,248.04,1
DEL_008933,CUST_0348,Lisa Jones,2025-07-26,12:00-15:00,10003,bulky,69.67,1
DEL_010113,CUST_0043,David Wright,2025-07-26,18:00-21:00,10003,standard,213.4,1
DEL_000742,CUST_0036,Joshua Walker,2025-07-26,09:00-12:00,20001,bulky,159.47,0
DEL_010715,CUST_0035,Ryan White,2025-07-26,15:00-18:00,10001,express,248.42,1
DEL_013388,CUST_0001,Christopher Wilson,2025-07-26,18:00-21:00,10002,express,58.58,1
DEL_011220,CUST_0040,Robert Thomas,2025-07-26,15:00-18:00,10002,express,494.11,1
DEL_014178,CUST_0038,Michael Clark,2025-07-26,12:00-15:00,10001,bulky,283.39,1
DEL_019644,CUST_0214,Karen White,2025-07-26,18:00-21:00,10003,fragile,70.39,1
DEL_019814,CUST_0038,Michael Clark,2025-07-26,18:00-21:00,10001,standard,24.29,1
DEL_014804,CUST_0014,Ben Nguyen,2025-07-26,18:00-21:00,10002,bulky,230.72,1
DEL_007800,CUST_0096,Matthew Allen,2025-07-26,15:00-18:00,10002,fragile,397.04,1
DEL_016348,CUST_0320,Stephanie Robinson,2025-07-26,18:00-21:00,10001,express,490.13,1
DEL_003517,CUST_0321,Anna Robinson,2025-07-26,18:00-21:00,10003,express,210.04,1
DEL_003857,CUST_0018,Alexander Green,2025-07-26,15:00-18:00,20001,bulky,221.15,0
DEL_005985,CUST_0008,Brian Rodriguez,2025-07-26,12:00-15:00,10001,standard,216.07,1
DEL_012354,CUST_0010,Betty Smith,2025-07-26,12:00-15:00,10001,bulky,488.97,0
DEL_009485,CUST_0096,Matthew Allen,2025-07-26,12:00-15:00,20001,bulky,47.0,0
DEL_016252,CUST_0362,Ben Flores,2025-07-26,18:00-21:00,10003,fragile,399.5,1
DEL_015285,CUST_0254,Jennifer Jackson,2025-07-26,12:00-15:00,10002,fragile,136.71,1
DEL_012079,CUST_0048,Sandra Young,2025-07-26,15:00-18:00,10002,standard,330.43,1
DEL_019789,CUST_0005,Amanda Carter,2025-07-26,12:00-15:00,10002,bulky,388.49,1
DEL_013426,CUST_0077,Isaac Moore,2025-07-26,18:00-21:00,10002,standard,496.57,1
DEL_013117,CUST_0066,Helen Walker,2025-07-26,18:00-21:00,10003,express,105.38,1
DEL_001682,CUST_0358,Cynthia King,2025-07-26,12:00-15:00,10003,bulky,390.42,1
DEL_003462,CUST_0039,Matthew Hall,2025-07-26,12:00-15:00,10002,fragile,236.82,1
DEL_009389,CUST_0021,Emily Martin,2025-07-26,15:00-18:00,10001,standard,449.25,1
DEL_007044,CUST_0083,Luke Adams,2025-07-26,18:00-21:00,10002,bulky,329.08,1
DEL_003587,CUST_0176,Michael Smith,2025-07-26,15:00-18:00,10001,express,108.09,1
DEL_019673,CUST_0058,Amy Martinez,2025-07-26,12:00-15:00,20002,fragile,298.53,0
DEL_010057,CUST_0097,Jacob Torres,2025-07-26,15:00-18:00,10003,bulky,37.6,1
DEL_004899,CUST_0126,Ben Lewis,2025-07-26,12:00-15:00,10002,standard,315.04,1
DEL_004563,CUST_0018,Alexander Green,2025-07-26,15:00-18:00,20001,fragile,299.15,0
DEL_014763,CUST_0041,Joseph Moore,2025-07-26,15:00-18:00,10002,express,31.75,1
DEL_001654,CUST_0096,Matthew Allen,2025-07-26,12:00-15:00,20001,bulky,115.6,0
DEL_009355,CUST_0468,Donna Rodriguez,2025-07-26,18:00-21:00,10001,bulky,357.63,1
DEL_006931,CUST_0043,David Wright,2025-07-26,18:00-21:00,10003,express,356.97,1
DEL_005296,CUST_0037,Sharon Ramirez,2025-07-26,18:00-21:00,10003,fragile,290.37,1
DEL_014382,CUST_0020,Ruth Smith,2025-07-26,15:00-18:00,10001,express,482.61,1
DEL_001695,CUST_0049,Nicholas Hernandez,2025-07-26,18:00-21:00,10002,express,23.82,1
DEL_007771,CUST_0060,Jessica Robinson,2025-07-26,15:00-18:00,10001,fragile,187.85,1
DEL_009825,CUST_0075,Matthew Martinez,2025-07-26,15:00-18:00,10001,bulky,155.19,1
DEL_001342,CUST_0037,Sharon Ramirez,2025-07-26,15:00-18:00,10003,standard,328.69,1
DEL_002353,CUST_0071,James Hall,2025-07-26,18:00-21:00,10003,standard,206.15,1
DEL_008560,CUST_0033,Andrew Carter,2025-07-26,15:00-18:00,10002,fragile,306.2,1
DEL_014733,CUST_0002,Anna Hill,2025-07-26,18:00-21:00,10003,express,30.57,1
DEL_007055,CUST_0058,Amy Martinez,2025-07-26,18:00-21:00,10001,fragile,219.09,0
DEL_017778,CUST_0049,Nicholas Hernandez,2025-07-26,15:00-18:00,10002,express,436.48,1
DEL_001590,CUST_0035,Ryan White,2025-07-26,15:00-18:00,10001,fragile,298.02,1
DEL_007599,CUST_0084,Thomas White,2025-07-26,12:00-15:00,10001,standard,371.73,1
DEL_016755,CUST_0030,Rebecca Martin,2025-07-26,15:00-18:00,10001,fragile,120.55,1
DEL_000602,CUST_0065,Margaret Anderson,2025-07-26,12:00-15:00,20001,express,205.53,0
DEL_015382,CUST_0012,Stephanie Wilson,2025-07-26,15:00-18:00,10001,fragile,363.12,1
DEL_014096,CUST_0063,Joshua Roberts,2025-07-26,12:00-15:00,10001,bulky,381.01,1
DEL_019688,CUST_0302,Donna Ramirez,2025-07-26,12:00-15:00,10001,express,273.34,1
DEL_011749,CUST_0123,Karen Nelson,2025-07-26,12:00-15:00,10003,bulky,379.16,1
DEL_008216,CUST_0060,Jessica Robinson,2025-07-26,15:00-18:00,10001,express,43.12,0
DEL_008722,CUST_0006,Ruth Walker,2025-07-26,09:00-12:00,10001,bulky,290.9,1
DEL_016005,CUST_0040,Robert Thomas,2025-07-26,15:00-18:00,10002,bulky,125.67,1
DEL_004638,CUST_0006,Ruth Walker,2025-07-26,15:00-18:00,10001,express,252.33,0
DEL_004052,CUST_0014,Ben Nguyen,2025-07-26,12:00-15:00,10002,bulky,463.29,1
DEL_011944,CUST_0335,Thomas Johnson,2025-07-26,18:00-21:00,10002,standard,444.5,1
DEL_012939,CUST_0039,Matthew Hall,2025-07-26,12:00-15:00,10002,express,361.92,1
DEL_015655,CUST_0012,Stephanie Wilson,2025-07-26,12:00-15:00,10001,standard,141.14,1
DEL_009117,CUST_0085,James King,2025-07-26,12:00-15:00,10003,standard,135.39,1
DEL_018152,CUST_0072,Carol Johnson,2025-07-26,18:00-21:00,10001,fragile,473.3,1
DEL_002634,CUST_0230,Amy King,2025-07-26,15:00-18:00,10003,express,429.13,1
DEL_017562,CUST_0017,Alexander Flores,2025-07-26,15:00-18:00,10003,bulky,230.76,1
DEL_013985,CUST_0253,Luke Scott,2025-07-26,18:00-21:00,10002,standard,327.69,1
DEL_004951,CUST_0014,Ben Nguyen,2025-07-26,18:00-21:00,10002,fragile,208.56,1
DEL_017130,CUST_0478,Timothy Rodriguez,2025-07-26,12:00-15:00,10003,express,92.76,1
DEL_018521,CUST_0060,Jessica Robinson,2025-07-26,15:00-18:00,10001,express,88.48,1
DEL_001104,CUST_0387,Patrick Adams,2025-07-26,15:00-18:00,10002,express,62.51,1
DEL_001180,CUST_0008,Brian Rodriguez,2025-07-26,15:00-18:00,10001,standard,365.13,1
DEL_015889,CUST_0072,Carol Johnson,2025-07-26,18:00-21:00,10001,express,448.25,1
DEL_000571,CUST_0047,Cynthia Carter,2025-07-26,12:00-15:00,10001,bulky,432.2,1
DEL_014918,CUST_0008,Brian Rodriguez,2025-07-26,12:00-15:00,10001,standard,243.77,0
DEL_015194,CUST_0052,Matthew White,2025-07-26,12:00-15:00,10002,standard,226.17,1
DEL_012628,CUST_0093,David Smith,2025-07-26,18:00-21:00,20002,express,223.3,0
DEL_008857,CUST_0068,Nancy Ramirez,2025-07-26,12:00-15:00,10001,standard,463.93,1
DEL_014720,CUST_0013,Joseph Nguyen,2025-07-26,18:00-21:00,10001,express,140.09,1
DEL_010270,CUST_0063,Joshua Roberts,2025-07-26,12:00-15:00,10001,standard,255.97,1
DEL_004448,CUST_0061,Matthew Harris,2025-07-26,15:00-18:00,20001,express,135.77,0
DEL_012615,CUST_0087,Luke Johnson,2025-07-26,12:00-15:00,10002,fragile,453.24,1
DEL_013826,CUST_0024,Joshua Scott,2025-07-26,12:00-15:00,10001,standard,96.31,1
DEL_016941,CUST_0068,Nancy Ramirez,2025-07-26,18:00-21:00,10001,standard,287.52,1
DEL_003207,CUST_0044,Alexander Wright,2025-07-26,15:00-18:00,20001,bulky,192.66,0
DEL_011116,CUST_0057,Amy Perez,2025-07-26,15:00-18:00,10003,bulky,305.93,1
DEL_000090,CUST_0075,Matthew Martinez,2025-07-26,12:00-15:00,10001,bulky,292.49,1
DEL_014581,CUST_0019,Joshua Baker,2025-07-26,12:00-15:00,10002,fragile,180.71,1
DEL_008873,CUST_0087,Luke Johnson,2025-07-26,15:00-18:00,10002,fragile,427.9,1
DEL_015956,CUST_0005,Amanda Carter,2025-07-26,12:00-15:00,10002,bulky,129.42,1
DEL_018809,CUST_0003,Alexander Jackson,2025-07-26,18:00-21:00,10002,bulky,291.34,1
DEL_002854,CUST_0040,Robert Thomas,2025-07-26,12:00-15:00,10002,fragile,492.7,1
DEL_008103,CUST_0059,Cynthia Lopez,2025-07-26,12:00-15:00,20002,bulky,336.85,0
DEL_013890,CUST_0024,Joshua Scott,2025-07-26,18:00-21:00,10001,fragile,216.67,1
DEL_000170,CUST_0095,Rebecca Williams,2025-07-26,15:00-18:00,10003,standard,38.97,1
DEL_011361,CUST_0053,Christopher Sanchez,2025-07-26,18:00-21:00,10001,express,159.48,1
DEL_007439,CUST_0016,Carol Nelson,2025-07-26,12:00-15:00,10002,bulky,78.05,1
DEL_014591,CUST_0397,Christopher Smith,2025-07-26,15:00-18:00,20001,express,476.72,1
DEL_017302,CUST_0013,Joseph Nguyen,2025-07-26,12:00-15:00,10001,standard,295.81,1
DEL_002907,CUST_0059,Cynthia Lopez,2025-07-26,15:00-18:00,10002,bulky,203.2,1
DEL_011355,CUST_0100,Ashley Ramirez,2025-07-26,12:00-15:00,10003,standard,164.91,1
DEL_004943,CUST_0399,Margaret Jackson,2025-07-26,12:00-15:00,10001,fragile,61.28,1
DEL_012138,CUST_0090,Daniel Garcia,2025-07-26,12:00-15:00,10003,standard,217.42,1
DEL_013595,CUST_0095,Rebecca Williams,2025-07-26,12:00-15:00,10003,bulky,262.59,1
DEL_014202,CUST_0040,Robert Thomas,2025-07-26,15:00-18:00,10002,express,26.83,1
DEL_008163,CUST_0086,Margaret Walker,2025-07-26,18:00-21:00,10002,bulky,179.24,1
DEL_004530,CUST_0002,Anna Hill,2025-07-26,09:00-12:00,20002,bulky,453.62,0
DEL_018977,CUST_0066,Helen Walker,2025-07-26,12:00-15:00,10003,express,232.26,1
DEL_006149,CUST_0356,Sarah Baker,2025-07-26,12:00-15:00,10001,express,211.73,1
DEL_002997,CUST_0078,Jacob Garcia,2025-07-26,12:00-15:00,20002,bulky,122.16,0
DEL_012422,CUST_0072,Carol Johnson,2025-07-26,18:00-21:00,10001,fragile,426.36,1
DEL_006553,CUST_0079,Jennifer Anderson,2025-07-26,15:00-18:00,10003,fragile,328.19,1
DEL_015599,CUST_0073,Jennifer Moore,2025-07-26,15:00-18:00,10003,express,360.02,1
DEL_012977,CUST_0039,Matthew Hall,2025-07-26,12:00-15:00,10002,standard,122.9,1
DEL_006237,CUST_0013,Joseph Nguyen,2025-07-26,15:00-18:00,10001,bulky,462.69,1
DEL_003386,CUST_0028,Ryan Rodriguez,2025-07-26,18:00-21:00,20001,express,78.02,0
DEL_012587,CUST_0064,Robert Smith,2025-07-26,12:00-15:00,10003,bulky,372.3,1
DEL_004240,CUST_0164,Isaac Hernandez,2025-07-26,12:00-15:00,10001,bulky,464.39,1
DEL_014255,CUST_0098,Alexander Moore,2025-07-26,12:00-15:00,10002,fragile,331.95,0
DEL_012017,CUST_0085,James King,2025-07-27,09:00-12:00,10003,express,399.07,1
DEL_006893,CUST_0100,Ashley Ramirez,2025-07-27,15:00-18:00,10003,bulky,365.04,1
DEL_003837,CUST_0074,Kevin Nelson,2025-07-27,12:00-15:00,10001,fragile,301.53,1
DEL_009449,CUST_0080,Brian Moore,2025-07-27,09:00-12:00,10002,express,64.45,0
DEL_014661,CUST_0032,Samuel Davis,2025-07-27,12:00-15:00,10003,fragile,172.41,1
DEL_011034,CUST_0015,William Flores,2025-07-27,18:00-21:00,20002,express,261.47,0
DEL_008361,CUST_0053,Christopher Sanchez,2025-07-27,09:00-12:00,10001,bulky,34.45,0
DEL_008867,CUST_0004,Thomas Harris,2025-07-27,12:00-15:00,10003,bulky,117.61,1
DEL_004300,CUST_0086,Margaret Walker,2025-07-27,18:00-21:00,10002,bulky,308.3,1
DEL_008656,CUST_0049,Nicholas Hernandez,2025-07-27,09:00-12:00,10002,bulky,236.52,1
DEL_005571,CUST_0073,Jennifer Moore,2025-07-27,15:00-18:00,10003,express,257.58,1
DEL_014788,CUST_0053,Christopher Sanchez,2025-07-27,15:00-18:00,10001,bulky,349.93,1
DEL_013947,CUST_0036,Joshua Walker,2025-07-27,12:00-15:00,10002,fragile,29.09,0
DEL_015378,CUST_0007,Isaac Allen,2025-07-27,12:00-15:00,10003,express,200.33,1
DEL_014373,CUST_0099,Samuel Rodriguez,2025-07-27,21:00-23:00,10002,fragile,309.33,1
DEL_001914,CUST_0099,Samuel Rodriguez,2025-07-27,15:00-18:00,10002,fragile,327.88,1
DEL_013949,CUST_0067,Kathleen Taylor,2025-07-27,18:00-21:00,10001,express,311.05,1
DEL_000776,CUST_0065,Margaret Anderson,2025-07-27,15:00-18:00,20001,bulky,460.27,0
DEL_001457,CUST_0167,Sarah Allen,2025-07-27,15:00-18:00,10003,fragile,71.33,1
DEL_002088,CUST_0063,Joshua Roberts,2025-07-27,09:00-12:00,10001,express,109.87,0
DEL_009382,CUST_0035,Ryan White,2025-07-27,15:00-18:00,10001,standard,65.1,1
DEL_012140,CUST_0060,Jessica Robinson,2025-07-27,15:00-18:00,10001,bulky,98.51,1
DEL_007858,CUST_0052,Matthew White,2025-07-27,15:00-18:00,10002,fragile,354.5,1
DEL_004941,CUST_0069,Brian Sanchez,2025-07-27,12:00-15:00,10003,express,309.46,1
DEL_008331,CUST_0043,David Wright,2025-07-27,12:00-15:00,10003,standard,95.32,1
DEL_008085,CUST_0044,Alexander Wright,2025-07-27,12:00-15:00,10001,standard,273.83,1
DEL_003817,CUST_0072,Carol Johnson,2025-07-27,18:00-21:00,10001,fragile,287.94,1
DEL_018992,CUST_0029,Nicholas Jones,2025-07-27,15:00-18:00,20002,standard,424.05,0
DEL_016427,CUST_0463,Sarah Miller,2025-07-27,15:00-18:00,10003,fragile,181.9,1
DEL_019899,CUST_0253,Luke Scott,2025-07-27,18:00-21:00,10002,express,399.44,1
DEL_001483,CUST_0008,Brian Rodriguez,2025-07-27,12:00-15:00,20001,standard,459.13,1
DEL_003816,CUST_0059,Cynthia Lopez,2025-07-27,12:00-15:00,10002,standard,475.01,1
DEL_006230,CUST_0073,Jennifer Moore,2025-07-27,12:00-15:00,10003,bulky,255.23,1
DEL_002097,CUST_0014,Ben Nguyen,2025-07-27,09:00-12:00,10002,express,297.24,1
DEL_012305,CUST_0092,Joseph Jackson,2025-07-27,12:00-15:00,10003,standard,355.87,1
DEL_013435,CUST_0094,Thomas Hernandez,2025-07-27,12:00-15:00,20001,express,38.15,0
DEL_019585,CUST_0084,Thomas White,2025-07-27,12:00-15:00,10001,express,460.03,1
DEL_018663,CUST_0030,Rebecca Martin,2025-07-27,15:00-18:00,10001,express,107.82,1
